29200 29200 1 121 560.762
29294 29294 1 94 455.241
29371 29371 1 77 384.955
29511 29511 1 140 693.712
29580 29580 1 69 338.734
29685 29685 1 105 516.395
29757 29757 1 72 373.615
29835 29835 1 78 406.261
29908 29908 1 73 335.566
29977 29977 1 69 304.5
30086 30086 1 109 491.941
30158 30158 1 72 373.554
30229 30229 1 71 379.638
30310 30310 1 81 361.872
30400 30400 1 90 419.067
30500 30500 1 100 453.62
30572 30572 1 72 376.511
30658 30658 1 86 393.481
30744 30744 1 86 416.078
30832 30832 1 88 423.613
30909 30909 1 77 345.523
31012 31012 1 103 509.893
31081 31081 1 69 364.448
31160 31160 1 79 353.044
31239 31239 1 79 405.849
31366 31366 1 127 627.535
31434 31434 1 68 300.971
31534 31534 1 100 516.046
31619 31619 1 85 379.056
31677 31677 1 58 281.668
31749 31749 1 72 315.959
31850 31850 1 101 502.278
31951 31951 1 101 467.901
32031 32031 1 80 415.139
32118 32118 1 87 383.764
32190 32190 1 72 373.991
32289 32289 1 99 461.034
32399 32399 1 110 575.06
32460 32460 1 61 267.646
32547 32547 1 87 402.891
32607 32607 1 60 309.992
32761 32761 1 154 774.045
32824 32824 1 63 276.381
32913 32913 1 89 436.737
33013 33013 1 100 515.237
33089 33089 1 76 382.444
33183 33183 1 94 424.144
33295 33295 1 112 537.155
33379 33379 1 84 426.91
33448 33448 1 69 358.005
33520 33520 1 72 318.657
33589 33589 1 69 336.01
33653 33653 1 64 316.488
33763 33763 1 110 518.886
33843 33843 1 80 413.496
33931 33931 1 88 455.185
34043 34043 1 112 575.635
34098 34098 1 55 273.897
34203 34203 1 105 517.899
34304 34304 1 101 455.245
34383 34383 1 79 406.554
34466 34466 1 83 416.008
34538 34538 1 72 316.384
34657 34657 1 119 560.329
34742 34742 1 85 366.334
34823 34823 1 81 365.211
34928 34928 1 105 504.021
34993 34993 1 65 285.698
35077 35077 1 84 435.445
35185 35185 1 108 544.112
35299 35299 1 114 572.878
35378 35378 1 79 421.317
35491 35491 1 113 511.379
35653 35653 1 162 732.042
35738 35738 1 85 455.243
35807 35807 1 69 324.641
35878 35878 1 71 371.817
35953 35953 1 75 385.694
36014 36014 1 61 325.07
36162 36162 1 148 750.016
36250 36250 1 88 407.674
36319 36319 1 69 365.483
36435 36435 1 116 573.945
36510 36510 1 75 394.936
36621 36621 1 111 563.091
36695 36695 1 74 337.211
36758 36758 1 63 287.403
36863 36863 1 105 502.922
36956 36956 1 93 435.928
37047 37047 1 91 397.803
37143 37143 1 96 426.63
37236 37236 1 93 424.809
37296 37296 1 60 269.108
37361 37361 1 65 334.194
37450 37450 1 89 458.265
37526 37526 1 76 381.569
37588 37588 1 62 317.427
37697 37697 1 109 535.56
37896 37896 1 199 975.196
38007 38007 1 111 510.513
38083 38083 1 76 355.93
38186 38186 1 103 474.83
38264 38264 1 78 413.604
38336 38336 1 72 327.544
38409 38409 1 73 327.367
38526 38526 1 117 522.425
38604 38604 1 78 412.924
38666 38666 1 62 307.717
38781 38781 1 115 525.984
38849 38849 1 68 319.246
38962 38962 1 113 582.745
39049 39049 1 87 443.19
39127 39127 1 78 350.597
39244 39244 1 117 536.142
39328 39328 1 84 401.136
39398 39398 1 70 373.624
39490 39490 1 92 455.032
39563 39563 1 73 373.311
39636 39636 1 73 386.125
39735 39735 1 99 461.761
39843 39843 1 108 516.058
39928 39928 1 85 399.129
40007 40007 1 79 382.349
40078 40078 1 71 377.807
40145 40145 1 67 295.15
40233 40233 1 88 453.477
40317 40317 1 84 423.292
40406 40406 1 89 461.952
40471 40471 1 65 291.081
40575 40575 1 104 527.482
40659 40659 1 84 440.101
40748 40748 1 89 416.297
40839 40839 1 91 465.408
40935 40935 1 96 495.583
41044 41044 1 109 505.918
41162 41162 1 118 553.384
41243 41243 1 81 412.813
41324 41324 1 81 424.148
41399 41399 1 75 337.65
41484 41484 1 85 374.743
41574 41574 1 90 456.473
41648 41648 1 74 329.001
41725 41725 1 77 403.049
41808 41808 1 83 421.592
41885 41885 1 77 397.717
41983 41983 1 98 488.482
42066 42066 1 83 401.783
42137 42137 1 71 315.848
42233 42233 1 96 434.345
42305 42305 1 72 321.521
42382 42382 1 77 355.595
42479 42479 1 97 427.489
42557 42557 1 78 410.795
42636 42636 1 79 352.549
42749 42749 1 113 502.365
42823 42823 1 74 342.639
42950 42950 1 127 582.641
43050 43050 1 100 509.2
43150 43150 1 100 500.332
43226 43226 1 76 393.77
43320 43320 1 94 486.803
43393 43393 1 73 356.571
43463 43463 1 70 308.981
43577 43577 1 114 516.072
43662 43662 1 85 387.268
43748 43748 1 86 437.915
43860 43860 1 112 515.206
43929 43929 1 69 360.872
44001 44001 1 72 331.697
44099 44099 1 98 500.568
44183 44183 1 84 428.581
44244 44244 1 61 287.948
44323 44323 1 79 398.039
44405 44405 1 82 426.984
44517 44517 1 112 573.461
44617 44617 1 100 517.179
44700 44700 1 83 399.486
44772 44772 1 72 372.58
44834 44834 1 62 313.734
44935 44935 1 101 448.032
45048 45048 1 113 523.771
45131 45131 1 83 424.408
45204 45204 1 73 350.84
45314 45314 1 110 517.701
45410 45410 1 96 420.117
45492 45492 1 82 421.021
45590 45590 1 98 496.601
45675 45675 1 85 409.757
45753 45753 1 78 404.957
45879 45879 1 126 625.583
45985 45985 1 106 495.586
46056 46056 1 71 315.281
46136 46136 1 80 387.785
46228 46228 1 92 464.086
46325 46325 1 97 476.601
46387 46387 1 62 328.512
46481 46481 1 94 492.033
46593 46593 1 112 555.796
46680 46680 1 87 405.801
46781 46781 1 101 520.204
46860 46860 1 79 368.008
46967 46967 1 107 549.397
47062 47062 1 95 487.804
47145 47145 1 83 383.028
47224 47224 1 79 355.186
47283 47283 1 59 304.597
47355 47355 1 72 320.092
47452 47452 1 97 492.7
47573 47573 1 121 628.781
47685 47685 1 112 524.258
47788 47788 1 103 465.296
47867 47867 1 79 412.577
47958 47958 1 91 434.334
48037 48037 1 79 411.128
48129 48129 1 92 427.669
48201 48201 1 72 317.702
48281 48281 1 80 360.671
48379 48379 1 98 446.144
48455 48455 1 76 335.901
48559 48559 1 104 518.645
48675 48675 1 116 562.554
48737 48737 1 62 317.96
48828 48828 1 91 477.991
48928 48928 1 100 476.475
48997 48997 1 69 345.822
49075 49075 1 78 357.65
49189 49189 1 114 529.196
49294 49294 1 105 520.882
49388 49388 1 94 486.619
49461 49461 1 73 365.464
49539 49539 1 78 370.112
49623 49623 1 84 417.687
49710 49710 1 87 407.416
49802 49802 1 92 449.056
49893 49893 1 91 408.489
49983 49983 1 90 468.534
50108 50108 1 125 603.262
50211 50211 1 103 459.903
50308 50308 1 97 517.357
50433 50433 1 125 600.622
50501 50501 1 68 343.975
50579 50579 1 78 405.53
50689 50689 1 110 497.232
50807 50807 1 118 591.101
50887 50887 1 80 413.027
50959 50959 1 72 370.773
51034 51034 1 75 383.737
51126 51126 1 92 463.787
51222 51222 1 96 482.139
51300 51300 1 78 375.874
51385 51385 1 85 425.09
51459 51459 1 74 379.361
51535 51535 1 76 394.22
51630 51630 1 95 443.615
51738 51738 1 108 477.52
51833 51833 1 95 478.833
51913 51913 1 80 420.258
52014 52014 1 101 447.628
52090 52090 1 76 396.809
52160 52160 1 70 309.882
52243 52243 1 83 424.646
52321 52321 1 78 407.537
52421 52421 1 100 463.897
52489 52489 1 68 357.905
52575 52575 1 86 397.698
52662 52662 1 87 442.505
52734 52734 1 72 340.446
52822 52822 1 88 426.022
52913 52913 1 91 474.133
52979 52979 1 66 335.784
53046 53046 1 67 292.9
53122 53122 1 76 382.686
53262 53262 1 140 671.111
53343 53343 1 81 392.102
53423 53423 1 80 422.505
53528 53528 1 105 555.511
53591 53591 1 63 323.447
53683 53683 1 92 444.328
53760 53760 1 77 390.811
53844 53844 1 84 424.389
53941 53941 1 97 443.961
54008 54008 1 67 345.59
54106 54106 1 98 453.012
54190 54190 1 84 403.636
54287 54287 1 97 437.023
54392 54392 1 105 515.867
54512 54512 1 120 610.976
54593 54593 1 81 432.517
54699 54699 1 106 522.996
54767 54767 1 68 354.101
54848 54848 1 81 356.128
54934 54934 1 86 379.079
55031 55031 1 97 499.801
55115 55115 1 84 436.749
55214 55214 1 99 506.909
55324 55324 1 110 498.189
55400 55400 1 76 397.131
55463 55463 1 63 325.978
55584 55584 1 121 559.49
55712 55712 1 128 610.787
55785 55785 1 73 386.786
55870 55870 1 85 391.096
55937 55937 1 67 298.977
56006 56006 1 69 299.247
56080 56080 1 74 385.72
56153 56153 1 73 376.521
56216 56216 1 63 318.011
56288 56288 1 72 374.589
56396 56396 1 108 496.889
56485 56485 1 89 448.02
56586 56586 1 101 475.208
56667 56667 1 81 421.043
56755 56755 1 88 403.482
56837 56837 1 82 398.445
56911 56911 1 74 378.904
57013 57013 1 102 465.674
57104 57104 1 91 464.404
57219 57219 1 115 539.41
57316 57316 1 97 443.429
57426 57426 1 110 504.351
57529 57529 1 103 475.202
57627 57627 1 98 505.329
57692 57692 1 65 337.302
57788 57788 1 96 486.533
57899 57899 1 111 562.941
57970 57970 1 71 363.984
58051 58051 1 81 369.99
58143 58143 1 92 462.72
58254 58254 1 111 566.089
58344 58344 1 90 424.795
58432 58432 1 88 451.105
58544 58544 1 112 516.141
58658 58658 1 114 527.583
58770 58770 1 112 558.728
58906 58906 1 136 628.856
59004 59004 1 98 504.456
59070 59070 1 66 340.756
59164 59164 1 94 485.716
59234 59234 1 70 365.137
59312 59312 1 78 361.442
59425 59425 1 113 593.315
59537 59537 1 112 518.461
59608 59608 1 71 323.564
59686 59686 1 78 349.824
59787 59787 1 101 458.556
59867 59867 1 80 415.973
59955 59955 1 88 460.589
60052 60052 1 97 492.319
60169 60169 1 117 579.574
60252 60252 1 83 434.224
60318 60318 1 66 351.099
60401 60401 1 83 415.514
60495 60495 1 94 421.494
60582 60582 1 87 447.387
60670 60670 1 88 459.298
60741 60741 1 71 317.415
60817 60817 1 76 360.495
60930 60930 1 113 520.578
61038 61038 1 108 532.928
61149 61149 1 111 566.994
61245 61245 1 96 476.26
61351 61351 1 106 483.88
61452 61452 1 101 454.339
61563 61563 1 111 557.327
61640 61640 1 77 395.235
61724 61724 1 84 443.453
61844 61844 1 120 556.856
61927 61927 1 83 428.237
62023 62023 1 96 459.465
62113 62113 1 90 448.294
62215 62215 1 102 479.885
62314 62314 1 99 462.909
62402 62402 1 88 401.525
62499 62499 1 97 441.014
62578 62578 1 79 411.47
62679 62679 1 101 470.102
62749 62749 1 70 375.152
62832 62832 1 83 374.731
62921 62921 1 89 449.185
63003 63003 1 82 435.401
63093 63093 1 90 414.888
63210 63210 1 117 538.672
63308 63308 1 98 505.921
63371 63371 1 63 327.136
63516 63516 1 145 671.606
63606 63606 1 90 445.615
63696 63696 1 90 406.076
63816 63816 1 120 572.56
63948 63948 1 132 604.726
64031 64031 1 83 433.589
64149 64149 1 118 592.916
64234 64234 1 85 429.875
64311 64311 1 77 405.189
64423 64423 1 112 590.601
64551 64551 1 128 586.85
64640 64640 1 89 402.307
64743 64743 1 103 536.699
64844 64844 1 101 510.373
64938 64938 1 94 432.847
65010 65010 1 72 372.281
65159 65159 1 149 746.355
65283 65283 1 124 571.073
65357 65357 1 74 340.836
65444 65444 1 87 445.999
65535 65535 1 91 473.18
65618 65618 1 83 439.986
65697 65697 1 79 401.242
65799 65799 1 102 497.264
65882 65882 1 83 422.631
65953 65953 1 71 364.53
66030 66030 1 77 335.843
66112 66112 1 82 425.006
66218 66218 1 106 498.742
66297 66297 1 79 362.702
66415 66415 1 118 558.395
66497 66497 1 82 425.398
66601 66601 1 104 522.578
66667 66667 1 66 333.127
66756 66756 1 89 443.085
66891 66891 1 135 668.51
66971 66971 1 80 410.219
67097 67097 1 126 585.951
67169 67169 1 72 332.116
67291 67291 1 122 608.664
67405 67405 1 114 574.8
67468 67468 1 63 320.564
67567 67567 1 99 493.707
67676 67676 1 109 553.475
67755 67755 1 79 354.351
67846 67846 1 91 459.546
67934 67934 1 88 404.702
68042 68042 1 108 503.199
68143 68143 1 101 523.594
68216 68216 1 73 374.437
68309 68309 1 93 446.397
68392 68392 1 83 376.813
68481 68481 1 89 406.359
68559 68559 1 78 398.76
68646 68646 1 87 393.413
68728 68728 1 82 417.038
68823 68823 1 95 419.721
68884 68884 1 61 281.75
68982 68982 1 98 456.575
69083 69083 1 101 469.889
69173 69173 1 90 458.637
69236 69236 1 63 305.155
69331 69331 1 95 491.855
69407 69407 1 76 336.068
69519 69519 1 112 558.765
69601 69601 1 82 391.161
69683 69683 1 82 419.992
69767 69767 1 84 405.158
69842 69842 1 75 400.697
69974 69974 1 132 611.687
70068 70068 1 94 441.878
70143 70143 1 75 326.176
70245 70245 1 102 515.954
70318 70318 1 73 378.238
70388 70388 1 70 372.064
70508 70508 1 120 563.873
70579 70579 1 71 363.598
70727 70727 1 148 709.056
70822 70822 1 95 435.788
70919 70919 1 97 499.619
71041 71041 1 122 625.089
71131 71131 1 90 447.126
71256 71256 1 125 640.823
71360 71360 1 104 548.004
71438 71438 1 78 415.52
71503 71503 1 65 336.711
71658 71658 1 155 737.643
71753 71753 1 95 485.518
71815 71815 1 62 304.259
71905 71905 1 90 475.111
72041 72041 1 136 676.721
72115 72115 1 74 373.85
72198 72198 1 83 438.7
72281 72281 1 83 370.81
72360 72360 1 79 353.923
72436 72436 1 76 366.216
72507 72507 1 71 375.572
72568 72568 1 61 284.661
72648 72648 1 80 404.639
72759 72759 1 111 514.872
72857 72857 1 98 451.296
72960 72960 1 103 505.826
73048 73048 1 88 416.084
73150 73150 1 102 464.366
73222 73222 1 72 357.647
73299 73299 1 77 387.772
73402 73402 1 103 533.028
73491 73491 1 89 455.379
73599 73599 1 108 558.423
73683 73683 1 84 381.299
73763 73763 1 80 370.634
73843 73843 1 80 371.688
73927 73927 1 84 396.581
74028 74028 1 101 518.517
74114 74114 1 86 376.49
74211 74211 1 97 449.553
74329 74329 1 118 546.758
74414 74414 1 85 451.751
74493 74493 1 79 407.556
74653 74653 1 160 757.208
74748 74748 1 95 423.17
74842 74842 1 94 416.981
74962 74962 1 120 622.135
75125 75125 1 163 768.914
75218 75218 1 93 472.186
75310 75310 1 92 432.23
75396 75396 1 86 440.739
75491 75491 1 95 496.195
75594 75594 1 103 532.582
75665 75665 1 71 367.273
75756 75756 1 91 414.844
75841 75841 1 85 401.236
75934 75934 1 93 489.6
76018 76018 1 84 403.048
76102 76102 1 84 400.881
76187 76187 1 85 439.691
76290 76290 1 103 470.245
76378 76378 1 88 383.493
76465 76465 1 87 437.212
76580 76580 1 115 565.685
76668 76668 1 88 398.516
76737 76737 1 69 316.37
76826 76826 1 89 467.964
76945 76945 1 119 598.457
77039 77039 1 94 422.021
77129 77129 1 90 422.309
77239 77239 1 110 554.083
77328 77328 1 89 417.882
77475 77475 1 147 682.952
77600 77600 1 125 555.491
77702 77702 1 102 514.994
77789 77789 1 87 384.576
77883 77883 1 94 488.273
78010 78010 1 127 629.032
78087 78087 1 77 405.475
78206 78206 1 119 558.22
78286 78286 1 80 420.598
78382 78382 1 96 440.48
78475 78475 1 93 413.906
78575 78575 1 100 514.921
78653 78653 1 78 401.535
78721 78721 1 68 304.994
78796 78796 1 75 403.86
78896 78896 1 100 506.493
78987 78987 1 91 474.188
79097 79097 1 110 559.022
79230 79230 1 133 673.923
79369 79369 1 139 715.068
79481 79481 1 112 523.133
79573 79573 1 92 484.015
79654 79654 1 81 400.397
79766 79766 1 112 523.003
79873 79873 1 107 538.362
79957 79957 1 84 427.597
80031 80031 1 74 334.201
80084 80084 1 53 248.984
80201 80201 1 117 578.113
80350 80350 1 149 722.047
80458 80458 1 108 551.993
80530 80530 1 72 321.875
80602 80602 1 72 382.588
80680 80680 1 78 383.472
