1.0000	1.4581986e-01	3.3324313e-02
2.0001	2.0527524e-01	2.9872843e-02
3.0001	1.0617430e-01	1.1576132e-02
4.0001	5.4046740e-02	4.4030648e-03
5.0001	4.3818890e-02	2.6498110e-03
6.0002	3.0248883e-02	1.7274652e-03
7.0002	1.8015393e-02	1.2044921e-03
8.0002	1.4955380e-02	1.2773118e-03
9.0002	9.3109008e-03	6.7870948e-04
10.0002	7.1236655e-03	5.2745294e-04
11.0002	4.7902276e-03	3.6411584e-04
12.0004	3.7457183e-03	2.9305828e-04
13.0004	2.6583134e-03	2.0992365e-04
14.0004	1.9861149e-03	1.5298379e-04
15.0004	1.4913420e-03	1.2255727e-04
16.0004	1.1663805e-03	9.4671931e-05
17.0004	8.7507163e-04	7.4042139e-05
18.0004	6.8675891e-04	5.6673562e-05
19.0006	4.9136139e-04	4.1739593e-05
20.0006	4.0800906e-04	3.5086590e-05
21.0006	2.9567881e-04	2.5236818e-05
22.0006	2.5248178e-04	2.2441387e-05
23.0006	1.8770679e-04	1.7015526e-05
24.0006	1.5263714e-04	1.4042560e-05
25.0006	1.1881697e-04	1.1107509e-05
26.0008	9.4855752e-05	8.8907479e-06
27.0008	7.5555854e-05	7.1657949e-06
28.0008	5.9511236e-05	5.8287521e-06
29.0008	5.0759804e-05	5.0401974e-06
30.0008	3.8003742e-05	3.8211326e-06
31.0008	3.0725620e-05	3.1271117e-06
32.0008	2.5171238e-05	2.6206246e-06
33.0008	2.1024495e-05	2.2484095e-06
34.0010	1.6762937e-05	1.8236017e-06
35.0010	1.2992721e-05	1.4486005e-06
36.0010	1.1153321e-05	1.2662019e-06
37.0010	8.9354603e-06	1.0294227e-06
38.0010	7.1772968e-06	8.4142117e-07
39.0010	5.9247634e-06	7.1405737e-07
40.0010	4.8674162e-06	5.9608986e-07
41.0012	4.0084565e-06	5.0058440e-07
42.0012	3.1990068e-06	4.0901083e-07
43.0012	2.6835037e-06	3.4991947e-07
44.0012	2.1986909e-06	2.9285212e-07
45.0012	1.8119105e-06	2.4676970e-07
46.0012	1.4719293e-06	2.0642503e-07
47.0012	1.1916372e-06	1.7054917e-07
48.0014	1.0326973e-06	1.5176769e-07
49.0014	8.2355005e-07	1.2368928e-07
50.0014	6.9331454e-07	1.0655777e-07
51.0014	5.5974331e-07	8.8290703e-08
52.0014	4.6585381e-07	7.4887290e-08
53.0014	3.9031356e-07	6.4650217e-08
54.0014	3.1677286e-07	5.3611282e-08
55.0014	2.5984811e-07	4.5206067e-08
56.0016	2.2031969e-07	3.9097444e-08
57.0016	1.8189976e-07	3.3127241e-08
58.0016	1.4920428e-07	2.7936533e-08
59.0016	1.2346330e-07	2.3641946e-08
60.0016	1.0326029e-07	2.0230642e-08
61.0016	8.5044455e-08	1.7074585e-08
62.0016	6.9946619e-08	1.4482955e-08
63.0018	5.8949472e-08	1.2511512e-08
64.0018	4.8345478e-08	1.0522826e-08
65.0018	4.0958363e-08	9.0959694e-09
66.0018	3.3118813e-08	7.5673052e-09
67.0018	2.7841990e-08	6.5092673e-09
68.0018	2.3359999e-08	5.6125234e-09
69.0018	1.9113531e-08	4.7181820e-09
70.0020	1.5639254e-08	3.9559890e-09
71.0020	1.3084962e-08	3.3924060e-09
72.0020	1.1217364e-08	2.9746664e-09
73.0020	9.0660856e-09	2.4723297e-09
74.0020	7.6867559e-09	2.1525639e-09
75.0020	6.1203830e-09	1.7545248e-09
76.0020	5.3609526e-09	1.5731221e-09
77.0020	4.3075595e-09	1.2974949e-09
78.0022	3.6287887e-09	1.1229101e-09
79.0022	2.9513551e-09	9.3677912e-10
80.0022	2.5472662e-09	8.2737218e-10
81.0022	2.0487345e-09	6.8291909e-10
82.0022	1.7437473e-09	5.9589774e-10
83.0022	1.4182036e-09	4.9768760e-10
84.0022	1.1955202e-09	4.3057220e-10
85.0024	9.9351665e-10	3.6729441e-10
86.0024	8.1688883e-10	3.0988842e-10
87.0024	6.8560684e-10	2.6633316e-10
88.0024	5.7923704e-10	2.3133067e-10
89.0024	4.7099620e-10	1.9314767e-10
90.0024	3.9131486e-10	1.6479456e-10
91.0024	3.2551456e-10	1.4055875e-10
92.0024	2.7213977e-10	1.2099331e-10
93.0026	2.2679429e-10	1.0388678e-10
94.0026	1.8767764e-10	8.8404062e-11
95.0026	1.5754039e-10	7.6392725e-11
96.0026	1.2982629e-10	6.4840702e-11
97.0026	1.0988413e-10	5.6516483e-11
98.0026	9.0464936e-11	4.7840444e-11
99.0026	7.5380463e-11	4.1044260e-11
100.0024	6.2975637e-11	3.5369400e-11
101.0024	5.2188092e-11	3.0228178e-11
102.0024	4.3449959e-11	2.5960180e-11
103.0024	3.6388779e-11	2.2358980e-11
104.0024	3.0679051e-11	1.9473382e-11
105.0024	2.5153235e-11	1.6478473e-11
106.0024	2.1147628e-11	1.4262486e-11
107.0025	1.7847879e-11	1.2392368e-11
108.0025	1.4564758e-11	1.0446494e-11
109.0025	1.2391279e-11	9.1371291e-12
110.0025	1.0376614e-11	7.8898067e-12
111.0035	8.6813250e-12	6.7908132e-12
112.0035	7.2461865e-12	5.8333904e-12
113.0035	6.0360971e-12	5.0115347e-12
114.0035	5.1067567e-12	4.3645754e-12
115.0036	4.2925943e-12	3.7613384e-12
116.0036	3.5653098e-12	3.2162939e-12
117.0036	3.0162763e-12	2.7967315e-12
118.0036	2.5235966e-12	2.4033388e-12
119.0036	2.1453412e-12	2.0993667e-12
120.0036	1.8030520e-12	1.8096163e-12
121.0036	1.5062890e-12	1.5498838e-12
122.0037	1.2766528e-12	1.3479915e-12
123.0037	1.0900564e-12	1.1811681e-12
124.0037	9.2804437e-13	1.0331430e-12
125.0037	7.8513042e-13	8.9789802e-13
126.0037	6.6692758e-13	7.8119149e-13
127.0037	5.7424113e-13	6.8851200e-13
