100	#nSamplePerMode

1.0000
8.3709200e-02	7.4186981e-01
8.5272582e-02	7.6913960e-01
8.6835964e-02	7.9658406e-01
8.8399345e-02	8.2415422e-01
8.9962727e-02	8.5179904e-01
9.1526109e-02	8.7946545e-01
9.3089491e-02	9.0709854e-01
9.4652873e-02	9.3464167e-01
9.6216255e-02	9.6203661e-01
9.7779636e-02	9.8922377e-01
9.9343018e-02	1.0161423e+00
1.0090640e-01	1.0427305e+00
1.0246978e-01	1.0689256e+00
1.0403316e-01	1.0946645e+00
1.0559655e-01	1.1198837e+00
1.0715993e-01	1.1445197e+00
1.0872331e-01	1.1685092e+00
1.1028669e-01	1.1917891e+00
1.1185007e-01	1.2142976e+00
1.1341345e-01	1.2359735e+00
1.1497684e-01	1.2567571e+00
1.1654022e-01	1.2765905e+00
1.1810360e-01	1.2954175e+00
1.1966698e-01	1.3131845e+00
1.2123036e-01	1.3298401e+00
1.2279375e-01	1.3453359e+00
1.2435713e-01	1.3596268e+00
1.2592051e-01	1.3726707e+00
1.2748389e-01	1.3844297e+00
1.2904727e-01	1.3948692e+00
1.3061065e-01	1.4039593e+00
1.3217404e-01	1.4116740e+00
1.3373742e-01	1.4179920e+00
1.3530080e-01	1.4228968e+00
1.3686418e-01	1.4263763e+00
1.3842756e-01	1.4284238e+00
1.3999095e-01	1.4290373e+00
1.4155433e-01	1.4282196e+00
1.4311771e-01	1.4259790e+00
1.4468109e-01	1.4223284e+00
1.4624447e-01	1.4172858e+00
1.4780785e-01	1.4108741e+00
1.4937124e-01	1.4031207e+00
1.5093462e-01	1.3940577e+00
1.5249800e-01	1.3837216e+00
1.5406138e-01	1.3721531e+00
1.5562476e-01	1.3593966e+00
1.5718815e-01	1.3455004e+00
1.5875153e-01	1.3305161e+00
1.6031491e-01	1.3144981e+00
1.6187829e-01	1.2975039e+00
1.6344167e-01	1.2795931e+00
1.6500505e-01	1.2608273e+00
1.6656844e-01	1.2412699e+00
1.6813182e-01	1.2209854e+00
1.6969520e-01	1.2000393e+00
1.7125858e-01	1.1784976e+00
1.7282196e-01	1.1564263e+00
1.7438535e-01	1.1338912e+00
1.7594873e-01	1.1109577e+00
1.7751211e-01	1.0876901e+00
1.7907549e-01	1.0641514e+00
1.8063887e-01	1.0404031e+00
1.8220225e-01	1.0165047e+00
1.8376564e-01	9.9251390e-01
1.8532902e-01	9.6848567e-01
1.8689240e-01	9.4447255e-01
1.8845578e-01	9.2052427e-01
1.9001916e-01	8.9668764e-01
1.9158255e-01	8.7300637e-01
1.9314593e-01	8.4952099e-01
1.9470931e-01	8.2626879e-01
1.9627269e-01	8.0328375e-01
1.9783607e-01	7.8059655e-01
1.9939945e-01	7.5823454e-01
2.0096284e-01	7.3622182e-01
2.0252622e-01	7.1457926e-01
2.0408960e-01	6.9332461e-01
2.0565298e-01	6.7247262e-01
2.0721636e-01	6.5203511e-01
2.0877975e-01	6.3202116e-01
2.1034313e-01	6.1243726e-01
2.1190651e-01	5.9328746e-01
2.1346989e-01	5.7457358e-01
