100	#nSamplePerMode

1.0000
3.5092400e-02	3.6869225e-02
3.9398077e-02	4.3817147e-02
4.3703754e-02	5.1851450e-02
4.8009430e-02	6.1096824e-02
5.2315107e-02	7.1683920e-02
5.6620784e-02	8.3748103e-02
6.0926461e-02	9.7427907e-02
6.5232137e-02	1.1286319e-01
6.9537814e-02	1.3019296e-01
7.3843491e-02	1.4955298e-01
7.8149168e-02	1.7107303e-01
8.2454844e-02	1.9487401e-01
8.6760521e-02	2.2106481e-01
9.1066198e-02	2.4973915e-01
9.5371875e-02	2.8097230e-01
9.9677552e-02	3.1481789e-01
1.0398323e-01	3.5130484e-01
1.0828891e-01	3.9043451e-01
1.1259458e-01	4.3217822e-01
1.1690026e-01	4.7647518e-01
1.2120594e-01	5.2323090e-01
1.2551161e-01	5.7231629e-01
1.2981729e-01	6.2356738e-01
1.3412297e-01	6.7678582e-01
1.3842864e-01	7.3174014e-01
1.4273432e-01	7.8816778e-01
1.4704000e-01	8.4577799e-01
1.5134567e-01	9.0425538e-01
1.5565135e-01	9.6326421e-01
1.5995703e-01	1.0224533e+00
1.6426270e-01	1.0814614e+00
1.6856838e-01	1.1399228e+00
1.7287406e-01	1.1974737e+00
1.7717973e-01	1.2537576e+00
1.8148541e-01	1.3084316e+00
1.8579109e-01	1.3611721e+00
1.9009676e-01	1.4116795e+00
1.9440244e-01	1.4596831e+00
1.9870812e-01	1.5049449e+00
2.0301379e-01	1.5472623e+00
2.0731947e-01	1.5864706e+00
2.1162515e-01	1.6224437e+00
2.1593082e-01	1.6550940e+00
2.2023650e-01	1.6843720e+00
2.2454218e-01	1.7102641e+00
2.2884785e-01	1.7327896e+00
2.3315353e-01	1.7519976e+00
2.3745921e-01	1.7679627e+00
2.4176488e-01	1.7807802e+00
2.4607056e-01	1.7905615e+00
2.5037624e-01	1.7974287e+00
2.5468192e-01	1.8015097e+00
2.5898759e-01	1.8029335e+00
2.6329327e-01	1.8018254e+00
2.6759895e-01	1.7983032e+00
2.7190462e-01	1.7924742e+00
2.7621030e-01	1.7844319e+00
2.8051598e-01	1.7742547e+00
2.8482165e-01	1.7620048e+00
2.8912733e-01	1.7477279e+00
2.9343301e-01	1.7314541e+00
2.9773868e-01	1.7131989e+00
3.0204436e-01	1.6929659e+00
3.0635004e-01	1.6707488e+00
3.1065571e-01	1.6465353e+00
3.1496139e-01	1.6203098e+00
3.1926707e-01	1.5920580e+00
3.2357274e-01	1.5617699e+00
3.2787842e-01	1.5294441e+00
3.3218410e-01	1.4950908e+00
3.3648977e-01	1.4587353e+00
3.4079545e-01	1.4204206e+00
3.4510113e-01	1.3802096e+00
3.4940680e-01	1.3381867e+00
3.5371248e-01	1.2944585e+00
3.5801816e-01	1.2491544e+00
3.6232383e-01	1.2024258e+00
3.6662951e-01	1.1544451e+00
3.7093519e-01	1.1054041e+00
3.7524086e-01	1.0555112e+00
3.7954654e-01	1.0049892e+00
3.8385222e-01	9.5407162e-01
3.8815789e-01	9.0299932e-01
3.9246357e-01	8.5201677e-01
